name,dex_num,type,is_pre_evolution,weight,gender_ratio,is_mythical,is_legendary,is_max,is_mega,mandatory_item_name,base_stats
Petilil,548,"[""Grass""]",1,6.6,,0,0,0,0,,"{""hp"": 45, ""atk"": 35, ""def"": 50, ""spa"": 70, ""spd"": 50, ""spe"": 30}"
Lilligant,549,"[""Grass""]",0,16.3,,0,0,0,0,,"{""hp"": 70, ""atk"": 60, ""def"": 75, ""spa"": 110, ""spd"": 75, ""spe"": 90}"
Lilligant-Hisui,549,"[""Grass"", ""Fighting""]",0,19.2,,0,0,0,0,,"{""hp"": 70, ""atk"": 105, ""def"": 75, ""spa"": 50, ""spd"": 75, ""spe"": 105}"
Basculin,550,"[""Water""]",0,18,,0,0,0,0,,"{""hp"": 70, ""atk"": 92, ""def"": 65, ""spa"": 80, ""spd"": 55, ""spe"": 98}"
Basculin-Blue-Striped,550,"[""Water""]",0,18,,0,0,0,0,,"{""hp"": 70, ""atk"": 92, ""def"": 65, ""spa"": 80, ""spd"": 55, ""spe"": 98}"
Basculin-White-Striped,550,"[""Water""]",1,18,,0,0,0,0,,"{""hp"": 70, ""atk"": 92, ""def"": 65, ""spa"": 80, ""spd"": 55, ""spe"": 98}"
Sandile,551,"[""Ground"", ""Dark""]",1,15.2,,0,0,0,0,,"{""hp"": 50, ""atk"": 72, ""def"": 35, ""spa"": 35, ""spd"": 35, ""spe"": 65}"
Krokorok,552,"[""Ground"", ""Dark""]",1,33.4,,0,0,0,0,,"{""hp"": 60, ""atk"": 82, ""def"": 45, ""spa"": 45, ""spd"": 45, ""spe"": 74}"
Krookodile,553,"[""Ground"", ""Dark""]",0,96.3,,0,0,0,0,,"{""hp"": 95, ""atk"": 117, ""def"": 80, ""spa"": 65, ""spd"": 70, ""spe"": 92}"
Darumaka,554,"[""Fire""]",1,37.5,,0,0,0,0,,"{""hp"": 70, ""atk"": 90, ""def"": 45, ""spa"": 15, ""spd"": 45, ""spe"": 50}"
Darumaka-Galar,554,"[""Ice""]",1,40,,0,0,0,0,,"{""hp"": 70, ""atk"": 90, ""def"": 45, ""spa"": 15, ""spd"": 45, ""spe"": 50}"
Darmanitan,555,"[""Fire""]",0,92.9,,0,0,0,0,,"{""hp"": 105, ""atk"": 140, ""def"": 55, ""spa"": 30, ""spd"": 55, ""spe"": 95}"
Darmanitan-Zen,555,"[""Fire"", ""Psychic""]",0,92.9,,0,0,0,0,,"{""hp"": 105, ""atk"": 30, ""def"": 105, ""spa"": 140, ""spd"": 105, ""spe"": 55}"
Darmanitan-Galar,555,"[""Ice""]",0,120,,0,0,0,0,,"{""hp"": 105, ""atk"": 140, ""def"": 55, ""spa"": 30, ""spd"": 55, ""spe"": 95}"
Darmanitan-Galar-Zen,555,"[""Ice"", ""Fire""]",0,120,,0,0,0,0,,"{""hp"": 105, ""atk"": 160, ""def"": 55, ""spa"": 30, ""spd"": 55, ""spe"": 135}"
Maractus,556,"[""Grass""]",0,28,,0,0,0,0,,"{""hp"": 75, ""atk"": 86, ""def"": 67, ""spa"": 106, ""spd"": 67, ""spe"": 60}"
Dwebble,557,"[""Bug"", ""Rock""]",1,14.5,,0,0,0,0,,"{""hp"": 50, ""atk"": 65, ""def"": 85, ""spa"": 35, ""spd"": 35, ""spe"": 55}"
Crustle,558,"[""Bug"", ""Rock""]",0,200,,0,0,0,0,,"{""hp"": 70, ""atk"": 105, ""def"": 125, ""spa"": 65, ""spd"": 75, ""spe"": 45}"
Scraggy,559,"[""Dark"", ""Fighting""]",1,11.8,,0,0,0,0,,"{""hp"": 50, ""atk"": 75, ""def"": 70, ""spa"": 35, ""spd"": 70, ""spe"": 48}"
Scrafty,560,"[""Dark"", ""Fighting""]",0,30,,0,0,0,0,,"{""hp"": 65, ""atk"": 90, ""def"": 115, ""spa"": 45, ""spd"": 115, ""spe"": 58}"
Sigilyph,561,"[""Psychic"", ""Flying""]",0,14,,0,0,0,0,,"{""hp"": 72, ""atk"": 58, ""def"": 80, ""spa"": 103, ""spd"": 80, ""spe"": 97}"
Yamask,562,"[""Ghost""]",1,1.5,,0,0,0,0,,"{""hp"": 38, ""atk"": 30, ""def"": 85, ""spa"": 55, ""spd"": 65, ""spe"": 30}"
Yamask-Galar,562,"[""Ground"", ""Ghost""]",1,1.5,,0,0,0,0,,"{""hp"": 38, ""atk"": 55, ""def"": 85, ""spa"": 30, ""spd"": 65, ""spe"": 30}"
Cofagrigus,563,"[""Ghost""]",0,76.5,,0,0,0,0,,"{""hp"": 58, ""atk"": 50, ""def"": 145, ""spa"": 95, ""spd"": 105, ""spe"": 30}"
Tirtouga,564,"[""Water"", ""Rock""]",1,16.5,0.875,0,0,0,0,,"{""hp"": 54, ""atk"": 78, ""def"": 103, ""spa"": 53, ""spd"": 45, ""spe"": 22}"
Carracosta,565,"[""Water"", ""Rock""]",0,81,0.875,0,0,0,0,,"{""hp"": 74, ""atk"": 108, ""def"": 133, ""spa"": 83, ""spd"": 65, ""spe"": 32}"
Archen,566,"[""Rock"", ""Flying""]",1,9.5,0.875,0,0,0,0,,"{""hp"": 55, ""atk"": 112, ""def"": 45, ""spa"": 74, ""spd"": 45, ""spe"": 70}"
Archeops,567,"[""Rock"", ""Flying""]",0,32,0.875,0,0,0,0,,"{""hp"": 75, ""atk"": 140, ""def"": 65, ""spa"": 112, ""spd"": 65, ""spe"": 110}"
Trubbish,568,"[""Poison""]",1,31,,0,0,0,0,,"{""hp"": 50, ""atk"": 50, ""def"": 62, ""spa"": 40, ""spd"": 62, ""spe"": 65}"
Garbodor,569,"[""Poison""]",0,107.3,,0,0,0,0,,"{""hp"": 80, ""atk"": 95, ""def"": 82, ""spa"": 60, ""spd"": 82, ""spe"": 75}"
Garbodor-Gmax,569,"[""Poison""]",0,0,,0,0,1,0,,"{""hp"": 80, ""atk"": 95, ""def"": 82, ""spa"": 60, ""spd"": 82, ""spe"": 75}"
Zorua,570,"[""Dark""]",1,12.5,0.875,0,0,0,0,,"{""hp"": 40, ""atk"": 65, ""def"": 40, ""spa"": 80, ""spd"": 40, ""spe"": 65}"
Zorua-Hisui,570,"[""Normal"", ""Ghost""]",1,12.5,0.875,0,0,0,0,,"{""hp"": 35, ""atk"": 60, ""def"": 40, ""spa"": 85, ""spd"": 40, ""spe"": 70}"
Zoroark,571,"[""Dark""]",0,81.1,0.875,0,0,0,0,,"{""hp"": 60, ""atk"": 105, ""def"": 60, ""spa"": 120, ""spd"": 60, ""spe"": 105}"
Zoroark-Hisui,571,"[""Normal"", ""Ghost""]",0,73,0.875,0,0,0,0,,"{""hp"": 55, ""atk"": 100, ""def"": 60, ""spa"": 125, ""spd"": 60, ""spe"": 110}"
Minccino,572,"[""Normal""]",1,5.8,0.25,0,0,0,0,,"{""hp"": 55, ""atk"": 50, ""def"": 40, ""spa"": 40, ""spd"": 40, ""spe"": 75}"
Cinccino,573,"[""Normal""]",0,7.5,0.25,0,0,0,0,,"{""hp"": 75, ""atk"": 95, ""def"": 60, ""spa"": 65, ""spd"": 60, ""spe"": 115}"
Gothita,574,"[""Psychic""]",1,5.8,0.25,0,0,0,0,,"{""hp"": 45, ""atk"": 30, ""def"": 50, ""spa"": 55, ""spd"": 65, ""spe"": 45}"
Gothorita,575,"[""Psychic""]",1,18,0.25,0,0,0,0,,"{""hp"": 60, ""atk"": 45, ""def"": 70, ""spa"": 75, ""spd"": 85, ""spe"": 55}"
Gothitelle,576,"[""Psychic""]",0,44,0.25,0,0,0,0,,"{""hp"": 70, ""atk"": 55, ""def"": 95, ""spa"": 95, ""spd"": 110, ""spe"": 65}"
Solosis,577,"[""Psychic""]",1,1,,0,0,0,0,,"{""hp"": 45, ""atk"": 30, ""def"": 40, ""spa"": 105, ""spd"": 50, ""spe"": 20}"
Duosion,578,"[""Psychic""]",1,8,,0,0,0,0,,"{""hp"": 65, ""atk"": 40, ""def"": 50, ""spa"": 125, ""spd"": 60, ""spe"": 30}"
Reuniclus,579,"[""Psychic""]",0,20.1,,0,0,0,0,,"{""hp"": 110, ""atk"": 65, ""def"": 75, ""spa"": 125, ""spd"": 85, ""spe"": 30}"
Ducklett,580,"[""Water"", ""Flying""]",1,5.5,,0,0,0,0,,"{""hp"": 62, ""atk"": 44, ""def"": 50, ""spa"": 44, ""spd"": 50, ""spe"": 55}"
Swanna,581,"[""Water"", ""Flying""]",0,24.2,,0,0,0,0,,"{""hp"": 75, ""atk"": 87, ""def"": 63, ""spa"": 87, ""spd"": 63, ""spe"": 98}"
Vanillite,582,"[""Ice""]",1,5.7,,0,0,0,0,,"{""hp"": 36, ""atk"": 50, ""def"": 50, ""spa"": 65, ""spd"": 60, ""spe"": 44}"
Vanillish,583,"[""Ice""]",1,41,,0,0,0,0,,"{""hp"": 51, ""atk"": 65, ""def"": 65, ""spa"": 80, ""spd"": 75, ""spe"": 59}"
Vanilluxe,584,"[""Ice""]",0,57.5,,0,0,0,0,,"{""hp"": 71, ""atk"": 95, ""def"": 85, ""spa"": 110, ""spd"": 95, ""spe"": 79}"
Deerling,585,"[""Normal"", ""Grass""]",1,19.5,,0,0,0,0,,"{""hp"": 60, ""atk"": 60, ""def"": 50, ""spa"": 40, ""spd"": 50, ""spe"": 75}"
Sawsbuck,586,"[""Normal"", ""Grass""]",0,92.5,,0,0,0,0,,"{""hp"": 80, ""atk"": 100, ""def"": 70, ""spa"": 60, ""spd"": 70, ""spe"": 95}"
Emolga,587,"[""Electric"", ""Flying""]",0,5,,0,0,0,0,,"{""hp"": 55, ""atk"": 75, ""def"": 60, ""spa"": 75, ""spd"": 60, ""spe"": 103}"
Karrablast,588,"[""Bug""]",1,5.9,,0,0,0,0,,"{""hp"": 50, ""atk"": 75, ""def"": 45, ""spa"": 40, ""spd"": 45, ""spe"": 60}"
Escavalier,589,"[""Bug"", ""Steel""]",0,33,,0,0,0,0,,"{""hp"": 70, ""atk"": 135, ""def"": 105, ""spa"": 60, ""spd"": 105, ""spe"": 20}"
Foongus,590,"[""Grass"", ""Poison""]",1,1,,0,0,0,0,,"{""hp"": 69, ""atk"": 55, ""def"": 45, ""spa"": 55, ""spd"": 55, ""spe"": 15}"
Amoonguss,591,"[""Grass"", ""Poison""]",0,10.5,,0,0,0,0,,"{""hp"": 114, ""atk"": 85, ""def"": 70, ""spa"": 85, ""spd"": 80, ""spe"": 30}"
Frillish,592,"[""Water"", ""Ghost""]",1,33,,0,0,0,0,,"{""hp"": 55, ""atk"": 40, ""def"": 50, ""spa"": 65, ""spd"": 85, ""spe"": 40}"
Jellicent,593,"[""Water"", ""Ghost""]",0,135,,0,0,0,0,,"{""hp"": 100, ""atk"": 60, ""def"": 70, ""spa"": 85, ""spd"": 105, ""spe"": 60}"
Alomomola,594,"[""Water""]",0,31.6,,0,0,0,0,,"{""hp"": 165, ""atk"": 75, ""def"": 80, ""spa"": 40, ""spd"": 45, ""spe"": 65}"
Joltik,595,"[""Bug"", ""Electric""]",1,0.6,,0,0,0,0,,"{""hp"": 50, ""atk"": 47, ""def"": 50, ""spa"": 57, ""spd"": 50, ""spe"": 65}"
Galvantula,596,"[""Bug"", ""Electric""]",0,14.3,,0,0,0,0,,"{""hp"": 70, ""atk"": 77, ""def"": 60, ""spa"": 97, ""spd"": 60, ""spe"": 108}"
Ferroseed,597,"[""Grass"", ""Steel""]",1,18.8,,0,0,0,0,,"{""hp"": 44, ""atk"": 50, ""def"": 91, ""spa"": 24, ""spd"": 86, ""spe"": 10}"
Ferrothorn,598,"[""Grass"", ""Steel""]",0,110,,0,0,0,0,,"{""hp"": 74, ""atk"": 94, ""def"": 131, ""spa"": 54, ""spd"": 116, ""spe"": 20}"
Klink,599,"[""Steel""]",1,21,,0,0,0,0,,"{""hp"": 40, ""atk"": 55, ""def"": 70, ""spa"": 45, ""spd"": 60, ""spe"": 30}"
Klang,600,"[""Steel""]",1,51,,0,0,0,0,,"{""hp"": 60, ""atk"": 80, ""def"": 95, ""spa"": 70, ""spd"": 85, ""spe"": 50}"
Klinklang,601,"[""Steel""]",0,81,,0,0,0,0,,"{""hp"": 60, ""atk"": 100, ""def"": 115, ""spa"": 70, ""spd"": 85, ""spe"": 90}"
Tynamo,602,"[""Electric""]",1,0.3,,0,0,0,0,,"{""hp"": 35, ""atk"": 55, ""def"": 40, ""spa"": 45, ""spd"": 40, ""spe"": 60}"
Eelektrik,603,"[""Electric""]",1,22,,0,0,0,0,,"{""hp"": 65, ""atk"": 85, ""def"": 70, ""spa"": 75, ""spd"": 70, ""spe"": 40}"
Eelektross,604,"[""Electric""]",0,80.5,,0,0,0,0,,"{""hp"": 85, ""atk"": 115, ""def"": 80, ""spa"": 105, ""spd"": 80, ""spe"": 50}"
Elgyem,605,"[""Psychic""]",1,9,,0,0,0,0,,"{""hp"": 55, ""atk"": 55, ""def"": 55, ""spa"": 85, ""spd"": 55, ""spe"": 30}"
Beheeyem,606,"[""Psychic""]",0,34.5,,0,0,0,0,,"{""hp"": 75, ""atk"": 75, ""def"": 75, ""spa"": 125, ""spd"": 95, ""spe"": 40}"
Litwick,607,"[""Ghost"", ""Fire""]",1,3.1,,0,0,0,0,,"{""hp"": 50, ""atk"": 30, ""def"": 55, ""spa"": 65, ""spd"": 55, ""spe"": 20}"
Lampent,608,"[""Ghost"", ""Fire""]",1,13,,0,0,0,0,,"{""hp"": 60, ""atk"": 40, ""def"": 60, ""spa"": 95, ""spd"": 60, ""spe"": 55}"
Chandelure,609,"[""Ghost"", ""Fire""]",0,34.3,,0,0,0,0,,"{""hp"": 60, ""atk"": 55, ""def"": 90, ""spa"": 145, ""spd"": 90, ""spe"": 80}"
Axew,610,"[""Dragon""]",1,18,,0,0,0,0,,"{""hp"": 46, ""atk"": 87, ""def"": 60, ""spa"": 30, ""spd"": 40, ""spe"": 57}"
Fraxure,611,"[""Dragon""]",1,36,,0,0,0,0,,"{""hp"": 66, ""atk"": 117, ""def"": 70, ""spa"": 40, ""spd"": 50, ""spe"": 67}"
Haxorus,612,"[""Dragon""]",0,105.5,,0,0,0,0,,"{""hp"": 76, ""atk"": 147, ""def"": 90, ""spa"": 60, ""spd"": 70, ""spe"": 97}"
Cubchoo,613,"[""Ice""]",1,8.5,,0,0,0,0,,"{""hp"": 55, ""atk"": 70, ""def"": 40, ""spa"": 60, ""spd"": 40, ""spe"": 40}"
Beartic,614,"[""Ice""]",0,260,,0,0,0,0,,"{""hp"": 95, ""atk"": 130, ""def"": 80, ""spa"": 70, ""spd"": 80, ""spe"": 50}"
Cryogonal,615,"[""Ice""]",0,148,,0,0,0,0,,"{""hp"": 80, ""atk"": 50, ""def"": 50, ""spa"": 95, ""spd"": 135, ""spe"": 105}"
Shelmet,616,"[""Bug""]",1,7.7,,0,0,0,0,,"{""hp"": 50, ""atk"": 40, ""def"": 85, ""spa"": 40, ""spd"": 65, ""spe"": 25}"
Accelgor,617,"[""Bug""]",0,25.3,,0,0,0,0,,"{""hp"": 80, ""atk"": 70, ""def"": 40, ""spa"": 100, ""spd"": 60, ""spe"": 145}"
Stunfisk,618,"[""Ground"", ""Electric""]",0,11,,0,0,0,0,,"{""hp"": 109, ""atk"": 66, ""def"": 84, ""spa"": 81, ""spd"": 99, ""spe"": 32}"
Stunfisk-Galar,618,"[""Ground"", ""Steel""]",0,20.5,,0,0,0,0,,"{""hp"": 109, ""atk"": 81, ""def"": 99, ""spa"": 66, ""spd"": 84, ""spe"": 32}"
Mienfoo,619,"[""Fighting""]",1,20,,0,0,0,0,,"{""hp"": 45, ""atk"": 85, ""def"": 50, ""spa"": 55, ""spd"": 50, ""spe"": 65}"
Mienshao,620,"[""Fighting""]",0,35.5,,0,0,0,0,,"{""hp"": 65, ""atk"": 125, ""def"": 60, ""spa"": 95, ""spd"": 60, ""spe"": 105}"
Druddigon,621,"[""Dragon""]",0,139,,0,0,0,0,,"{""hp"": 77, ""atk"": 120, ""def"": 90, ""spa"": 60, ""spd"": 90, ""spe"": 48}"
Golett,622,"[""Ground"", ""Ghost""]",1,92,,0,0,0,0,,"{""hp"": 59, ""atk"": 74, ""def"": 50, ""spa"": 35, ""spd"": 50, ""spe"": 35}"
Golurk,623,"[""Ground"", ""Ghost""]",0,330,,0,0,0,0,,"{""hp"": 89, ""atk"": 124, ""def"": 80, ""spa"": 55, ""spd"": 80, ""spe"": 55}"
Pawniard,624,"[""Dark"", ""Steel""]",1,10.2,,0,0,0,0,,"{""hp"": 45, ""atk"": 85, ""def"": 70, ""spa"": 40, ""spd"": 40, ""spe"": 60}"
Bisharp,625,"[""Dark"", ""Steel""]",1,70,,0,0,0,0,,"{""hp"": 65, ""atk"": 125, ""def"": 100, ""spa"": 60, ""spd"": 70, ""spe"": 70}"
Bouffalant,626,"[""Normal""]",0,94.6,,0,0,0,0,,"{""hp"": 95, ""atk"": 110, ""def"": 95, ""spa"": 40, ""spd"": 95, ""spe"": 55}"
Rufflet,627,"[""Normal"", ""Flying""]",1,10.5,,0,0,0,0,,"{""hp"": 70, ""atk"": 83, ""def"": 50, ""spa"": 37, ""spd"": 50, ""spe"": 60}"
Braviary,628,"[""Normal"", ""Flying""]",0,41,,0,0,0,0,,"{""hp"": 100, ""atk"": 123, ""def"": 75, ""spa"": 57, ""spd"": 75, ""spe"": 80}"
Braviary-Hisui,628,"[""Psychic"", ""Flying""]",0,43.4,,0,0,0,0,,"{""hp"": 110, ""atk"": 83, ""def"": 70, ""spa"": 112, ""spd"": 70, ""spe"": 65}"
Vullaby,629,"[""Dark"", ""Flying""]",1,9,,0,0,0,0,,"{""hp"": 70, ""atk"": 55, ""def"": 75, ""spa"": 45, ""spd"": 65, ""spe"": 60}"
Mandibuzz,630,"[""Dark"", ""Flying""]",0,39.5,,0,0,0,0,,"{""hp"": 110, ""atk"": 65, ""def"": 105, ""spa"": 55, ""spd"": 95, ""spe"": 80}"
Heatmor,631,"[""Fire""]",0,58,,0,0,0,0,,"{""hp"": 85, ""atk"": 97, ""def"": 66, ""spa"": 105, ""spd"": 66, ""spe"": 65}"
Durant,632,"[""Bug"", ""Steel""]",0,33,,0,0,0,0,,"{""hp"": 58, ""atk"": 109, ""def"": 112, ""spa"": 48, ""spd"": 48, ""spe"": 109}"
Deino,633,"[""Dark"", ""Dragon""]",1,17.3,,0,0,0,0,,"{""hp"": 52, ""atk"": 65, ""def"": 50, ""spa"": 45, ""spd"": 50, ""spe"": 38}"
Zweilous,634,"[""Dark"", ""Dragon""]",1,50,,0,0,0,0,,"{""hp"": 72, ""atk"": 85, ""def"": 70, ""spa"": 65, ""spd"": 70, ""spe"": 58}"
Hydreigon,635,"[""Dark"", ""Dragon""]",0,160,,0,0,0,0,,"{""hp"": 92, ""atk"": 105, ""def"": 90, ""spa"": 125, ""spd"": 90, ""spe"": 98}"
Larvesta,636,"[""Bug"", ""Fire""]",1,28.8,,0,0,0,0,,"{""hp"": 55, ""atk"": 85, ""def"": 55, ""spa"": 50, ""spd"": 55, ""spe"": 60}"
Volcarona,637,"[""Bug"", ""Fire""]",0,46,,0,0,0,0,,"{""hp"": 85, ""atk"": 60, ""def"": 65, ""spa"": 135, ""spd"": 105, ""spe"": 100}"
Cobalion,638,"[""Steel"", ""Fighting""]",0,250,,0,0,0,0,,"{""hp"": 91, ""atk"": 90, ""def"": 129, ""spa"": 90, ""spd"": 72, ""spe"": 108}"
Terrakion,639,"[""Rock"", ""Fighting""]",0,260,,0,0,0,0,,"{""hp"": 91, ""atk"": 129, ""def"": 90, ""spa"": 72, ""spd"": 90, ""spe"": 108}"
Virizion,640,"[""Grass"", ""Fighting""]",0,200,,0,0,0,0,,"{""hp"": 91, ""atk"": 90, ""def"": 72, ""spa"": 90, ""spd"": 129, ""spe"": 108}"
Tornadus,641,"[""Flying""]",0,63,,0,0,0,0,,"{""hp"": 79, ""atk"": 115, ""def"": 70, ""spa"": 125, ""spd"": 80, ""spe"": 111}"
Tornadus-Therian,641,"[""Flying""]",0,63,,0,0,0,0,,"{""hp"": 79, ""atk"": 100, ""def"": 80, ""spa"": 110, ""spd"": 90, ""spe"": 121}"
Thundurus,642,"[""Electric"", ""Flying""]",0,61,,0,0,0,0,,"{""hp"": 79, ""atk"": 115, ""def"": 70, ""spa"": 125, ""spd"": 80, ""spe"": 111}"
Thundurus-Therian,642,"[""Electric"", ""Flying""]",0,61,,0,0,0,0,,"{""hp"": 79, ""atk"": 105, ""def"": 70, ""spa"": 145, ""spd"": 80, ""spe"": 101}"
Reshiram,643,"[""Dragon"", ""Fire""]",0,330,,0,1,0,0,,"{""hp"": 100, ""atk"": 120, ""def"": 100, ""spa"": 150, ""spd"": 120, ""spe"": 90}"
Zekrom,644,"[""Dragon"", ""Electric""]",0,345,,0,1,0,0,,"{""hp"": 100, ""atk"": 150, ""def"": 120, ""spa"": 120, ""spd"": 100, ""spe"": 90}"
Landorus,645,"[""Ground"", ""Flying""]",0,68,,0,0,0,0,,"{""hp"": 89, ""atk"": 125, ""def"": 90, ""spa"": 115, ""spd"": 80, ""spe"": 101}"
Landorus-Therian,645,"[""Ground"", ""Flying""]",0,68,,0,0,0,0,,"{""hp"": 89, ""atk"": 145, ""def"": 90, ""spa"": 105, ""spd"": 80, ""spe"": 91}"
Kyurem,646,"[""Dragon"", ""Ice""]",0,325,,0,1,0,0,,"{""hp"": 125, ""atk"": 130, ""def"": 90, ""spa"": 130, ""spd"": 90, ""spe"": 95}"
Kyurem-Black,646,"[""Dragon"", ""Ice""]",0,325,,0,0,0,0,,"{""hp"": 125, ""atk"": 170, ""def"": 100, ""spa"": 120, ""spd"": 90, ""spe"": 95}"
Kyurem-White,646,"[""Dragon"", ""Ice""]",0,325,,0,0,0,0,,"{""hp"": 125, ""atk"": 120, ""def"": 90, ""spa"": 170, ""spd"": 100, ""spe"": 95}"
Keldeo,647,"[""Water"", ""Fighting""]",0,48.5,,1,0,0,0,,"{""hp"": 91, ""atk"": 72, ""def"": 90, ""spa"": 129, ""spd"": 90, ""spe"": 108}"
Keldeo-Resolute,647,"[""Water"", ""Fighting""]",0,48.5,,0,0,0,0,,"{""hp"": 91, ""atk"": 72, ""def"": 90, ""spa"": 129, ""spd"": 90, ""spe"": 108}"
Meloetta,648,"[""Normal"", ""Psychic""]",0,6.5,,1,0,0,0,,"{""hp"": 100, ""atk"": 77, ""def"": 77, ""spa"": 128, ""spd"": 128, ""spe"": 90}"
Meloetta-Pirouette,648,"[""Normal"", ""Fighting""]",0,6.5,,0,0,0,0,,"{""hp"": 100, ""atk"": 128, ""def"": 90, ""spa"": 77, ""spd"": 77, ""spe"": 128}"
Genesect,649,"[""Bug"", ""Steel""]",0,82.5,,1,0,0,0,,"{""hp"": 71, ""atk"": 120, ""def"": 95, ""spa"": 120, ""spd"": 95, ""spe"": 99}"
Genesect-Douse,649,"[""Bug"", ""Steel""]",0,82.5,,0,0,0,0,Douse Drive,"{""hp"": 71, ""atk"": 120, ""def"": 95, ""spa"": 120, ""spd"": 95, ""spe"": 99}"
Genesect-Shock,649,"[""Bug"", ""Steel""]",0,82.5,,0,0,0,0,Shock Drive,"{""hp"": 71, ""atk"": 120, ""def"": 95, ""spa"": 120, ""spd"": 95, ""spe"": 99}"
Genesect-Burn,649,"[""Bug"", ""Steel""]",0,82.5,,0,0,0,0,Burn Drive,"{""hp"": 71, ""atk"": 120, ""def"": 95, ""spa"": 120, ""spd"": 95, ""spe"": 99}"
Genesect-Chill,649,"[""Bug"", ""Steel""]",0,82.5,,0,0,0,0,Chill Drive,"{""hp"": 71, ""atk"": 120, ""def"": 95, ""spa"": 120, ""spd"": 95, ""spe"": 99}"
Chespin,650,"[""Grass""]",1,9,0.875,0,0,0,0,,"{""hp"": 56, ""atk"": 61, ""def"": 65, ""spa"": 48, ""spd"": 45, ""spe"": 38}"
Quilladin,651,"[""Grass""]",1,29,0.875,0,0,0,0,,"{""hp"": 61, ""atk"": 78, ""def"": 95, ""spa"": 56, ""spd"": 58, ""spe"": 57}"
Chesnaught,652,"[""Grass"", ""Fighting""]",0,90,0.875,0,0,0,0,,"{""hp"": 88, ""atk"": 107, ""def"": 122, ""spa"": 74, ""spd"": 75, ""spe"": 64}"
Fennekin,653,"[""Fire""]",1,9.4,0.875,0,0,0,0,,"{""hp"": 40, ""atk"": 45, ""def"": 40, ""spa"": 62, ""spd"": 60, ""spe"": 60}"
Braixen,654,"[""Fire""]",1,14.5,0.875,0,0,0,0,,"{""hp"": 59, ""atk"": 59, ""def"": 58, ""spa"": 90, ""spd"": 70, ""spe"": 73}"
Delphox,655,"[""Fire"", ""Psychic""]",0,39,0.875,0,0,0,0,,"{""hp"": 75, ""atk"": 69, ""def"": 72, ""spa"": 114, ""spd"": 100, ""spe"": 104}"
Froakie,656,"[""Water""]",1,7,0.875,0,0,0,0,,"{""hp"": 41, ""atk"": 56, ""def"": 40, ""spa"": 62, ""spd"": 44, ""spe"": 71}"
Frogadier,657,"[""Water""]",1,10.9,0.875,0,0,0,0,,"{""hp"": 54, ""atk"": 63, ""def"": 52, ""spa"": 83, ""spd"": 56, ""spe"": 97}"
Greninja,658,"[""Water"", ""Dark""]",0,40,0.875,0,0,0,0,,"{""hp"": 72, ""atk"": 95, ""def"": 67, ""spa"": 103, ""spd"": 71, ""spe"": 122}"
Greninja-Bond,658,"[""Water"", ""Dark""]",0,40,,0,0,0,0,,"{""hp"": 72, ""atk"": 95, ""def"": 67, ""spa"": 103, ""spd"": 71, ""spe"": 122}"
Greninja-Ash,658,"[""Water"", ""Dark""]",0,40,,0,0,0,0,,"{""hp"": 72, ""atk"": 145, ""def"": 67, ""spa"": 153, ""spd"": 71, ""spe"": 132}"
Bunnelby,659,"[""Normal""]",1,5,,0,0,0,0,,"{""hp"": 38, ""atk"": 36, ""def"": 38, ""spa"": 32, ""spd"": 36, ""spe"": 57}"
Diggersby,660,"[""Normal"", ""Ground""]",0,42.4,,0,0,0,0,,"{""hp"": 85, ""atk"": 56, ""def"": 77, ""spa"": 50, ""spd"": 77, ""spe"": 78}"
Fletchling,661,"[""Normal"", ""Flying""]",1,1.7,,0,0,0,0,,"{""hp"": 45, ""atk"": 50, ""def"": 43, ""spa"": 40, ""spd"": 38, ""spe"": 62}"
Fletchinder,662,"[""Fire"", ""Flying""]",1,16,,0,0,0,0,,"{""hp"": 62, ""atk"": 73, ""def"": 55, ""spa"": 56, ""spd"": 52, ""spe"": 84}"
Talonflame,663,"[""Fire"", ""Flying""]",0,24.5,,0,0,0,0,,"{""hp"": 78, ""atk"": 81, ""def"": 71, ""spa"": 74, ""spd"": 69, ""spe"": 126}"
Scatterbug,664,"[""Bug""]",1,2.5,,0,0,0,0,,"{""hp"": 38, ""atk"": 35, ""def"": 40, ""spa"": 27, ""spd"": 25, ""spe"": 35}"
Spewpa,665,"[""Bug""]",1,8.4,,0,0,0,0,,"{""hp"": 45, ""atk"": 22, ""def"": 60, ""spa"": 27, ""spd"": 30, ""spe"": 29}"
Vivillon,666,"[""Bug"", ""Flying""]",0,17,,0,0,0,0,,"{""hp"": 80, ""atk"": 52, ""def"": 50, ""spa"": 90, ""spd"": 50, ""spe"": 89}"
Vivillon-Fancy,666,"[""Bug"", ""Flying""]",0,17,,0,0,0,0,,"{""hp"": 80, ""atk"": 52, ""def"": 50, ""spa"": 90, ""spd"": 50, ""spe"": 89}"
Vivillon-Pokeball,666,"[""Bug"", ""Flying""]",0,17,,0,0,0,0,,"{""hp"": 80, ""atk"": 52, ""def"": 50, ""spa"": 90, ""spd"": 50, ""spe"": 89}"
Litleo,667,"[""Fire"", ""Normal""]",1,13.5,0.125,0,0,0,0,,"{""hp"": 62, ""atk"": 50, ""def"": 58, ""spa"": 73, ""spd"": 54, ""spe"": 72}"
